fragment;textbook-assigned cefr level
Оно слагается из многого, и каждый раз жизнь ставит перед человеком задачу, которую важно уметь решать.;B2
Лишь 5% опрошенных семей отказались от школы из-за проблем со здоровьем ребёнка. Большую роль играют психологические факторы.;B2
Карточки могут содержать перевод или изображение, а также делиться по цветам в зависимости от части речи.;B2
Не зря в народе говорят, что глаза — это зеркало души. В результате проведённых исследований учёный пришёл к выводу, что глаз, как сканирующий луч, считывает двадцать два параметра человека.;B2
В сегодняшней России у молодых людей существуют разные способы провести время, свободное от работы и учёбы: посещение клубов, компьютерные игры и Интернет, граффити, занятия экстремальными видами спорта.;B2
На фоне можно увидеть архангельский порт и парусный корабль. На обратной стороне банкноты изображён Соловецкий монастырь — самый северный монастырь России, который расположен на островах в Белом море.;B2
Конспекты и учебник под подушкой неудобно спать, да и не интересная примета. 10. Говорят, что если пить в ночь перед экзаменом, то на следующий день всё сдашь на отлично.;B2
Наркозависимый человек не может получить необходимую медицинскую помощь: он боится, что медработники, несмотря на врачебную тайну, позвонят в полицию. В этом случае государство поставит наркопотребителя на учёт.;B2
Замыкает тройку «Трансерфинг реальности» Вадима Зеланда. В десятку также входят аудиокниги «Не жизнь, а сказка» Алёны Долецкой, «Часть Азии. История Российского государства».;B2
Русские народные промыслы — это форма народного творчества. В ней отражаются русские традиции, которые зародились много веков назад. Изделия русских промыслов передают неповторимость русской культуры.;B2
«Такси». Он проехал от Москвы до Казани 780 километров. Конечно, по Яндекс-навигатору. — Алиса, я тоже хочу в Казань! — Так поехали!;B2
Во время смеха организм начинает активно бороться не только с болью, но и с инфекционными заболеваниями.;B2
Стены дома по нынешнему адресу Тверская улица, 14, воздвиг в конце XVIII века знаменитый зодчий Матвей Казаков по заказу московской богачки Екатерины Козицкой.;B2
наложилась советская обобществленность, и просторные дворы усадеб постепенно слились в одно целое с дворами больших доходных домов, деревянных домишек-доходяг и советских новостроек.;B2
Правда, долгое время многие отказывались принимать этот термин всерьёз. В 1915 г. на выставке «Нольдесять» Малевич долго доказывал организаторам всю важность своего направления.;B2
Главное в Москве — дом, поэтому в ней и в XIX веке не было широких проспектов, но было много узких кривых улиц и переулков.;B2
В комнате стоит рояль с раскрытыми нотами. При выходе налево из столовой попадаешь в спальню Толстых. Это небольшая и очень уютная комната. Дальше — детская, комната Ванечки, самого младшего ребёнка.;B2
Лапландия — родина Санта-Клауса. Здесь в Новый год бывает красочное зрелище: со склонов гор спускаются лыжники с факелами, повсюду фейерверки и украшенные горящими свечами ёлки.;B2
Основа традиционной японской кухни — овощи, рыба и морепродукты. Местные жители также любят сыр тофу, водоросли комбу, кальмаров и осьминогов. В основном эта пища низкокалорийная, и едят её небольшими порциями.;B2
Что же выявил наш анализ? Самое главное — длительность жизни людей творческих профессий была значительно больше, чем средняя, во все эпохи.;B2
Обычно выкуп длится не больше, чем полчаса, после чего жених встречает невесту, все поздравляют жениха и невесту и пьют шампанское с конфетами.;B2
В этих художественных кинолентах рассказывалось о внутреннем мире современников, об отношении к жизни, о последствиях прошедшей войны, о любви, семье, профессиональном долге.;B2
Первая металлическая люстра висела во дворце византийского императора Константина (VII век). Она была в виде короны. Самые знаменитые люстры из стекла — венецианские.;B2
XX век для русского театра начался со встречи в Москве театрального критика и драматурга Владимира Ивановича Немировича-Данченко с актёром и режиссёром Константином Сергеевичем Станиславским.;B2
Каждый год в России за совершение квартирных краж к уголовной ответственности привлекают более 65 тысяч человек. СЛОВАРИК. Верхолазы – воры, которые спускаются с крыши на балкон при помощи альпинистского снаряжения.;B2
Доктора и медперсонал могут отказываться дать больным лекарство, не выполнять простые просьбы: дать воды или чистое бельё, не отвечать на вопросы пациентов и т. д.;B2
Вскоре после начала Первой мировой войны Мария стала сестрой милосердия. После Октябрьской революции и прекращения военных действий Мария Владимировна вернулась в Петроград, где продолжала работать медицинской сестрой.;B2
Людей Русалки не любят: могут забрать под воду. Злым духом считалась Кикимора (Шишимора) – маленькая, злая женщина.;B2
М. В. Ломоносов добивался создания первого университета именно в Москве, а не в столице России — Петербурге.;B2
Эта примета не работает, но я всё равно не показываю никому зачётку, на всякий случай.;B2
В центре нового комплекса, напротив площади с памятником М. В. Ломоносову, построена научная библиотека МГУ на 5 миллионов томов с залами, музеями. Перед библиотекой — площадь Науки.;B2
Благодаря оттепели установились своеобразные отношения между властью и творческой интеллигенцией, которая всегда играла роль национальной совести. Самые лучшие кинокартины были сняты именно в этот период.;B2
Если обратиться к биологической аналогии, то культурно-исторический тип можно уподобить растению. Как баобаб не может расти на русском чернозёме, так и берёза — в африканской саванне.;B2
Он родился в Москве в 1948 году прямо в автомобиле, который вёз его мать в роддом.;B2
Если что-то происходило в России: дворцовые перевороты, студенческие волнения, революции — отзывалось в Иркутске, в который и через который гнали потерпевших.;B2
Говорят, что Черчилль, увидев глубокой зимой москвичей, поглощающих мороженое, сказал: «Этот народ непобедим». Сказал или нет – не знаю, но я съел мороженое при двадцатипятиградусном морозе.;B2
В городе Мышкине на Верхней Волге, на шести холмах, окружённых дремучими лесами, расположен город с весёлым названием — Мышкин. Он является наиболее отдалённой от Москвы частью Золотого кольца.;B2
В городах популярными местами отдыха стали сады и парки, где устраивались спектакли и давались концерты.;B2
Здесь они учатся играть друг с другом, занимаются спортом, музыкой, танцами. Детский сад даёт хорошую подготовку к школе. Воспитатели многих детских садов учат детей писать, читать, считать.;B2
Внутри острога Спасская церковь, дом воеводы, приказная изба, арсенал, казённые и торговые склады, лавки, вокруг острога выросли дома казаков, крестьян — так рождался город.;B2
В прошлом году я дал себе клятву заняться саморазвитием: записался на онлайн-курсы немецкого языка и решил читать по 1 книге в неделю.;B2
Могут плюхнуться к вам на колени, и, задрав вверх ноги в кроссовках сорок второго размера, очень непосредственно рассмеяться. Просто они весёлые и раскованные.;B2
Своё современное название проспект получил в 1781 году в честь национального героя России, святого покровителя города князя Александра Невского. На проспект выходят фасады двухсот сорока великолепных дворцов и исторических зданий.;B2
А самое красивое подземное озеро — Большое, оно вообще какое-то нереальное. Этот застывший ледяной мир и абсолютная тишина вызывают у людей потрясающие ощущения.;B2
По словам синоптиков, в понедельник днём в столице похолодает до плюс 4–9 градусов, а во вторник ожидается понижение температуры уже до плюс 1–6 градусов.;B2
Это не очень полезно для здоровья и психики. Важно иногда не выходить в сеть день или два, проводить время без интернета, отдыхать.;B2
Его высокие купола с крестами видны были издали. Они как бы связывали земное и небесное пространство. Купол напоминает пламя горящей свечи, поэтому даже в древности купола часто покрывали золотом.;B2
Главы «Опытов» похожи на посты в Инстаграме, а сам Монтень так же открыт для читателей, как известный блогер для подписчиков.;B2
Её границы на Востоке находятся всего в нескольких сотнях километров от столицы и проходят по реке Волге — загрязнённой и отравленной. Граница и железнодорожный мост через Волгу охраняются Ярославским постом.;B2
И та, что отремонтирована, подкрашена невыцветающими колерами поверх старых фасадов, ещё более другая, чем совсем новая, со стеклянными башенками и шпилями. Симпатичный такой получается город.;B2
Смех — это дополнительный метод, пусть не основной, но очень приятный». Получается, что смех – это почти универсальное лекарство. На него не нужен рецепт, за ним не нужно идти в аптеку.;B2
Платок всегда был необходимым предметом русского женского национального костюма. Он согревает зимой и украшает летом. Выйти на улицу с не покрытой платком головой считалось очень неприличным.;B2
В красноярском городе Дивногорск из-за неожиданно пришедшей в январе и аномально высокой температуры зацвела верба.;B2
Как ни странно, тех, кто попадается в сети ловкачей, немало, особенно среди родителей иногородних студентов.;B2
Ещё одним важным событием для каждого молодого человека, принятого в Московский университет, была выдача шпаги.;B2
На соревнованиях в Лондоне в 2005 году впервые в истории женских прыжков с шестом Елена прыгнула на высоту пять метров.;B2
Его основал в 1698 году русский император Пётр Первый, по плану которого город должен был стать южными морскими воротами страны.;B2
Территория монастыря окружена кирпичной стеной с башнями. Толщина стены почти шесть метров. Стена защищала монастырь от непрошеных гостей.;B2
Петухи бьются быстро, азартно и всегда со смертельным исходом. Новый Год отмечается с большим размахом и со множеством фейерверков.;B2
Многие казачьи традиции и культурные ценности были утеряны или забыты. Однако жители Дона до сих пор называют эту казачью станицу Старочеркасском.;B2
Новым явлением в русской кухне стал картофель. К середине XIX века он занял важное место среди других продуктов питания.;B2
Новая жизнь праздника началась в 1992 году, когда ректор Московского университета Виктор Антонович Садовничий предложил студентам снова отмечать Татьянин день.;B2
А главное, она занимается спортом — бег, плавание, зарядка, в комнате у неё установлены тренажёры. Нагрузки, конечно, соответствуют возрасту.;B2
Всю новогоднюю ночь уличные торговцы продают игрушки, свистульки, пищалки, маски, воздушные шары. О приходе Нового года англичанам возвещает колокол.;B2
Первыми казачьими городками были Раздорский и Монастырский. Главным был Монастырский. В 1643 году турецкое войско уничтожило его, и казаки решили заложить новый городок на Черкасском острове, назвали его Черкасском.;B2
Иностранцу нелегко понять, что «русские» — это только часть населения Российской Федерации. За границей нередко говорят о населении России как о русских.;B2
Тем не менее каждое из этих действий (или бездействий) фактически является насилием и ведёт к увеличению стресса и ухудшению здоровья людей.;B2
Если человек танцует только тогда, когда выпьет, — то это человек, сильно ориентированный на мнение и оценку окружающих, часто с заниженной самооценкой и со страхом оказаться хуже других.;B2
Третья Вологда обращена духовно и материально к Западу и обеим столицам — Петербургу и Москве — и тому, что стоит за этими столицами, Европе, Миру.;B2
Ваппу — главный студенческий праздник. Вечером 30 апреля молодые люди надевают белые фуражки (символ окончания учёбы) и идут к фонтану «Хавис Аманда».;B2
Продукты запретят перепродавать. Поставщики требуют запретить торговым сетям перепродавать продукты более мелким магазинам. С такой просьбой они обратились к вице-премьеру Дмитрию Козаку.;B2
С чего игра начинается? Ваш координатор находится за компьютером, который подключён к Интернету. Вы в автомобиле, допустим, в центре города. В установленное время Вы получаете первое задание от координатора.;B2
Тогда бал правил строитель — подешевле, побыстрее и подоступнее. А сегодня бал правит архитектор. И то, что раньше запрещалось, стало появляться, где нужно и где не нужно.;B2
Для деловых связей между Россией и Центральной Европой, прежде всего Германией, разница во времени, которая отныне в течение полугода будет ещё на час больше, просто неразумна.;B2
Позже появились маленькие открытые пироги круглой формы с фаршем из творога, картофельного пюре, джема. Закрытые пироги — высокие, восьмигранные, пекли в доме жениха и невесты накануне свадьбы.;B2
Боря (удивлён моей тупостью):– Да нет, это учительница математики! Известный израильский писатель говорит с грустной усмешкой:– Мой отец звал моего деда «Абамори» (Отец, учитель мой).;B2
В советское время все фильмы принадлежали государству, т. к. снимались на государственные деньги, вопрос о коммерческом использовании произведений искусства не стоял так остро, как сейчас.;B2
— Мне теперь премию дадут, надеялась она по дороге обратно. Без надбавок у Айгуль заработок для Москвы не слишком большой: от 25 до 35 тысяч рублей в месяц.;B2
Они расположены далеко от центра, не имеют ни спортивных, ни культурных комплексов. Приедешь домой после работы, и остаётся только одно — спать ложиться.;B2
Однако неизвестные зодчие воплотили в камне главную идею любой религии: превосходство духовного начала над материальным. Может быть, именно поэтому творение древних мастеров получило всемирное признание.;B2
Но росписи, как и в Средние века, выполняли на чёрном фоне золотом и красками, смешанными с яичным желтком. Такие краски обладают большой прочностью и не смываются водой.;B2
Продолжением домашних деревенских ремёсел стали художественные промыслы XIX века, в которых отразилась русская традиционная культура.;B2
Второй возраст счастья — в 70 лет. Именно в этом возрасте пожилые люди начинают жить для себя.;B2
А я смотрела ему вслед и думала – с каким вопросом мог бы ко мне на московской улице обратиться его сверстник?;B2
Это — корпуса науки: экологии, космогеоинформатики, химического материаловедения, биотехнологии и биоинженерии. Здесь будут также вычислительный центр, медицинский центр МГУ, типография, гаражи и т. п.;B2
Такие упражнения приводят к тому, что мозг расходует много энергии впустую, и мы быстрее устаём. Просмотр соцсетей перед сном провоцирует недосып. 63% американцев спят со смартфонами.;B2
Да нет, ничего особенно злостного и преднамеренного, ничего кровожадного у них и в мыслях нет!;B2
Он построил на этом месте храм, вокруг которого возник город под названием Мышкин. Сегодня Мышкин — это маленький, но очень активный городок с населением в шесть тысяч человек.;B2
Почти 90% населения России были деревенские жители. Поэтому очень важно узнать, как они одевались. Основа любого русского костюма – это рубаха. Её носили мужчины, женщины и дети.;B2
В Байкале живут рыбы и растения, которые больше нигде не встречаются. Байкал часто называют жемчужиной Сибири. Лето, август – самое лучшее время на Байкале. Кажется, что даже камень цветёт.;B2
По данным МВД, более 70 процентов краж совершается при помощи подбора ключа, второй способ – взлом входной двери.;B2
Англия — May Day В Англии тоже шумно отмечают 1 мая: англичане надевают лучшую одежду и весело танцуют. Кроме национальных платьев, очень популярны костюмы Зелёного Джека (местного фольклорного персонажа).;B2
И здесь тоже клиенты попадаются придирчивые, — рассказала мне директор компании «Уборкалюкс» Наталья Рябова. — Хуже всего — дамы с Рублёвки. Следят за нами с вооружённой охраной, белыми перчатками выискивают пыль.;B2
История Дона, Донского края тесно связана с историей донского казачества. В XV веке в степях Дона стали селиться беглые крестьяне из центральной России и Поволжья.;B2
Тут не была важна физическая сила, да и природная смекалка спасала не всегда, а вот накопленный годами опыт решал многое.;B2
Грозный был в Вологде не один раз. В честь царя был построен Софийский собор, и Грозный был на освящении храма.;B2
Сейчас он доктор медицинских наук, профессор, член Международной академии наук, директор Всероссийского центра глазной и пластической хирургии в городе Уфе.;B2
На Олимпийских играх в Пекине в 2008 году она завоевала золотую медаль, установив мировой рекорд в пять метров и пять сантиметров.;B2
В 1947 году на Международном фестивале в Венеции Любовь Орлова разделила премию «Лучшая актриса года» со знаменитой шведской кинозвездой Ингрид Бергман.;B2
Именно здесь в 1380 году получило благословение войско князя Дмитрия Донского, победившее в знаменитой Куликовской битве. В 1392 году Сергий Радонежский умер.;B2
Олимпийский комитет Японии сообщил, что команда страны состоит из 582 спортсменов. Российская делегация насчитывает 335 атлетов. В церемонии открытия приняли участие порядка 60 из них.;B2
Первые соревнования по бегу на коньках были проведены в Голландии ещё в XIII веке, но активно этот спорт начал развиваться в середине XIX века.;B2
Но мадам Розина была одной из первых, кто откликнулся на предложение поучаствовать в необычной акции, которую проводили сотрудники одной из онкологических больниц.;B2
Художник запоминал все особенности пейзажа, иногда прямо на картине делая короткие записи, касающиеся цвета воды или неба, и старался не повторяться в сюжетах, а находить всё новые состояния природы.;B2
Сорокин помогает ему, и Престо становится высоким красавцем, но в его жизни появляются другие серьёзные проблемы. Роман вышел в 1929 г., но позже был изменён и опубликован под новым названием.;B2
Незадолго до старта Игр стало известно, что на стадионы не пустят даже местных болельщиков. При пустых трибунах прошла и церемония открытия. Разрешили присутствовать на Национальном стадионе только официальным лицам.;B2
В этой же части Эраст Петрович встречает Масахиро Сибату — Масу — своего будущего камердинера и лучшего друга. Однажды вечером в столице Соединённого Королевства, Ехо, начинают неожиданно умирать люди.;B2
Тот, кому достаётся боб, запечённый в новогодний пирог, получает титул «бобового короля», и в праздничную ночь все подчиняются его приказам. Деревянные или глиняные фигурки — сантоны — ставят возле ёлки.;B2
Лишь спустя некоторое время стало известно, что под этим именем скрывается одесская художница Светлана Мартынчик, которая вместе со своим мужем Игорем Стёпиным придумала вымышленный мир Ехо и его персонажей.;B2
Первые соревнования по бегу на коньках были проведены в Голландии ещё в XIII веке, но активно этот спорт начал развиваться в середине XIX века.;B2
Сегодня, когда молодые люди решают пожениться, они едут подавать заявление в ЗАГС (отдел записи актов гражданского состояния) или во Дворец бракосочетания. После подачи заявления им нужно подождать какое-то время.;B2
В конце февраля ещё одна рекордно длинная была обнаружена в Санкт-Петербурге на историческом здании недалеко от Московского вокзала. Её длина составляла около четырёх метров.;B2
Морской путь к Уралу пролегал по очень суровым и опасным северным морям. Но и по суше сюда нелегко было добраться из-за дремучих, непроходимых лесов.;B2
Весь цвет кинематографии России составляют выпускники Всесоюзного государственного института кинематографии (сокращённо ВГИК). Режиссёры, операторы, сценаристы, актёры и художники, окончившие его, работают в восьмидесяти странах мира.;B2
Однако при всех отступлениях от первоначальной программы необходимо составить для себя новую, учитывающую появившиеся новые интересы.;B2
У меня столько дел, что некогда думать ни о каком глобальном потеплении. Мой ребёнок заболел: мы с ним под дождь попали, а зонт я оставила дома.;B2
Гоняем по Москве мы давно, проблемы иногда возникают, но организаторы их быстро разруливают. У меня нет дорогой иномарки, да и не надо.;B2
Такое поведение называется «самонеглект». Да-да, даже если у вас нет маленьких детей, беременных жён, пациентов и родителей-инвалидов, вы всё равно можете быть неглектором.;B2
Вот 7 писательских приёмов, которые придумал Мишель Монтень, и которым стоит научиться начинающим блогерам. Монтень писал «Опыты» в той форме, которую придумал сам,— так он создал жанр эссе.;B2
Процесс изготовления таких миниатюр достаточно сложный, он требует большого таланта и знания старинных секретов, которые бережно передаются мастерами друг другу уже третий век подряд.;B2
В XIV веке новый год перенесли на сентябрь, когда в основном заканчивался сбор урожая. Пётр I в 1700 году приказал праздновать Новый год первого января.;B2
В 1967 году исполнялось пятьдесят лет Великой Октябрьской социалистической революции. В связи с этим событием планировался к выпуску целевой номер журнала Soviet Life.;B2
Иногда юбок у одной женщины или девушки было пятнадцать – двадцать штук, а к ним для пары обязательно была кофта такого же цвета.;B2
В городе насчитывается сто сорок значительных архитектурных памятников, расположенных в основном в центральной его части. Главным среди них признаётся храм Ильи Пророка.;B2
На этот праздник принято красить яйца, готовить творожные пасхи и печь из теста куличи. Творожная пасха, или пасха из творога, делается в виде усечённой пирамиды — символа Гроба Господня.;B2
История Пальмы стала известна, со всех концов страны приходили письма людей, которые хотели взять собаку себе, посылали деньги ей на еду.;B2
Позднее матрёшек стали делать не только в Сергиевом Посаде, но и по всей России. Сегодня эта игрушка стала одним из символов России.;B2
Учёный без общения – это не учёный. У нас в институте существует такой порядок: человек написал статью – тут же выносит её на обсуждение.;B2
И блочные, и панельные дома строятся по однообразным типовым проектам и поэтому очень похожи друг на друга. Кирпичный дом — построен из кирпичей, т.е. совсем маленьких блоков прямоугольной формы.;B2
И то же самое, интересно, повторит совсем другой русский после поездки совсем в другую сторону на Восток, например, в Китай: «Да что вы!»;B2
Для детей и подростков – это купание в реке, рыбалка, общение с друзьями, велосипед, может, даже первая любовь.;B2
Это слово состоит из двух частей: от слова «сырой» – часть «сыр» и глагола «есть» – часть слова «ежка».;B2
«Тогда эта история тихо обошла всех стороной, пока вопрос о неограниченном скачивании контента не был поднят тут».;B2
В XIX веке Ярославль называли русской Флоренцией, так как признавали его одним из самых красивых городов России.;B2
Но есть и объективное разделение вещей на вызывающие восторг и вызывающие отвращение. Существует естественная потребность в красоте.;B2
Особенное неудовольствие университетского начальства вызывали кулачные бои, проходившие на Неглинной улице. В них студенты регулярно сражались стенка на стенку с молодыми людьми из духовной академии.;B2
Есть много книг о правилах жизни в оффлайне: нужно держать вилку в левой руке, не носить короткие шорты в городе, не разговаривать громко в театре.;B2
Его отец был русский, а мама — испанка, попавшая в Советский Союз во время гражданской войны в Испании.;B2
Кроме того, девочка была прирождённой артисткой, она очень любила петь и танцевать. Однажды на выступлении маленькой Любы присутствовал великий певец Фёдор Шаляпин, который предугадал, что она будет известной актрисой.;B2
Казимира Малевича провожали в последний путь в его любимую Немчиновку. После жизни Часть картин Малевича Русский музей выкупил у родственников за мизерную сумму. За «Чёрный квадрат», например, заплатили 300 рублей.;B2
Отмечать юбилей мы собираемся по осени, после Дня города. И, разумеется, будем праздновать не в узком кругу, а так, чтобы это запомнилось и покупателям, нашим друзьям и главным судьям.;B2
За чередой московских фасадов, с трудом выровненных по красной линии наследниками Петра, который повелел строить по-европейски, а «не среди дворов, как было в старину», укрылся мир по-восточному хаотичный.;B2
Между тем они отлично переносили холод и потому не торопились надевать сухое платье, а продолжали кататься ещё некоторое время в мокром.;B2
Например, одна из глав книги начинается с рассказа о его детстве. В другой главе можно познакомиться с отцом Монтеня и правилами, которые тот установил в хозяйстве.;B2
В главной алтарной части совершаются все церковные таинства, входить туда могут только служители церкви. Русские иконы сильно отличаются от икон западной католической церкви.;B2
Если вам нужна помощь настоящих мужчин, и вы не знаете, где их найти, если ваш муж постоянно на работе и на домашние дела у него не находится времени, звоните нам.;B2
— Мы знаем, что вы — человек чести. И мы просим вашей помощи. Эрмитаж — национальная сокровищница, Эрмитаж должен стать достоянием народа.;B2
Хорошо их даже написать в дневнике, но, чтобы дневник был «настоящим», его никому нельзя показывать – писать для себя только.;B2
Интернет-этикет нужен, чтобы люди понимали, как правильно вести себя в Интернете, и не приносили другим неудобства.;B2
Солнце называли первым и главным божеством не случайно. Современная наука гелиобиология подтвердила влияние Солнца на земные процессы.;B2
Временем образования донского казачества считается XVI век. Донские казаки были очень храбрыми, их основной задачей была нелёгкая военная служба.;B2
